Inst,citingDOI,CR,citedDOI,title,journal_book,date,issn1,issn1Type,issn2,issn2Type,isbn
UCLA,10.1029/2018SW002042,"[Anonymous], 2007, NAS TECHN HDB",nan,nan,NAS TECHN HDB,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.geothermics.2015.05.003,"[Anonymous], 2007, REV REL IAPWS IND FO",nan,nan,REV REL IAPWS IND FO,nan,nan,nan,nan,nan,nan
Berkeley,nan,"[Anonymous], 2007, WATER SUPPLY ASSESSM",nan,nan,WATER SUPPLY ASSESSM,nan,nan,nan,nan,nan,nan
Berkeley,10.5194/bg-10-7179-2013,"[Anonymous], 2008, 100 JCGM",nan,nan,100 JCGM,nan,nan,nan,nan,nan,nan
CUBoulder,10.1680/gein.13.00002,"[Anonymous], 2008, 10319 ISO",nan,nan,10319 ISO,nan,nan,nan,nan,nan,nan
Berkeley,10.1007/s10584-011-0119-4,"[Anonymous], 2008, HUM MORT DAT",nan,nan,HUM MORT DAT,nan,nan,nan,nan,nan,nan
Berkeley,10.5194/amt-5-1869-2012,"[Anonymous], 2008, ISO GUID 30 1992 AMD",nan,nan,ISO GUID 30 1992 AMD,nan,nan,nan,nan,nan,nan
CUBoulder,10.1111/j.1936-704X.2018.03287.x,"[Anonymous], 2008, PUBLIC PARTICIPATION",nan,nan,PUBLIC PARTICIPATION,nan,nan,nan,nan,nan,nan
Berkeley,10.1175/2010JCLI3503.1,"[Anonymous], 2009, DECL LEAD MAJ EC FOR",nan,nan,DECL LEAD MAJ EC FOR,nan,nan,nan,nan,nan,nan
Berkeley,10.5194/amt-5-1869-2012,"[Anonymous], 2009, ISO GUID 34 2009 GEN",nan,nan,ISO GUID 34 2009 GEN,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.geothermics.2015.05.003,"[Anonymous], 2009, REV REL IAPWS FORM 1",nan,nan,REV REL IAPWS FORM 1,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.atmosenv.2018.03.023,"[Anonymous], 2010, AN TAX DRIV COMP LOS",nan,nan,AN TAX DRIV COMP LOS,nan,nan,nan,nan,nan,nan
Berkeley,10.5194/bg-9-457-2012,"[Anonymous], 2010, GLOBALVIEW CO2 COOP",nan,nan,GLOBALVIEW CO2 COOP,nan,nan,nan,nan,nan,nan
Berkeley,10.5194/amt-5-1869-2012,"[Anonymous], 2011, CRC HDB CHEM PHYS",nan,nan,CRC HDB CHEM PHYS,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.watres.2015.06.043,"[Anonymous], 2011, DEMOGRAPHICS OF THE",nan,nan,DEMOGRAPHICS OF THE,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-15-7049-2015,"[Anonymous], 2011, EM DAT GLOB ATM RES",nan,nan,EM DAT GLOB ATM RES,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.soildyn.2017.01.021,"[Anonymous], 2012, 1291721 NIST GCR NEH",nan,nan,1291721 NIST GCR NEH,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.soildyn.2017.08.011,"[Anonymous], 2012, GEOT REP CHRISTCH RE",nan,nan,GEOT REP CHRISTCH RE,nan,nan,nan,nan,nan,nan
UCLA,10.5194/acp-17-5407-2017,"[Anonymous], 2013, GLOBALVIEW CO2 COOP, DOI [10.3334/OBSPACK/1001, DOI 10.3334/OBSPACK/1001]",10.3334/OBSPACK/1001,nan,GLOBALVIEW CO2 COOP,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/amt-9-3893-2016,"[Anonymous], 2013, INTERGOVERNMENTAL PA",nan,nan,INTERGOVERNMENTAL PA,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/navi.231,"[Anonymous], 2013, ISGPS200 NAV GPS JOI",nan,nan,ISGPS200 NAV GPS JOI,nan,nan,nan,nan,nan,nan
CUBoulder,10.1021/acsearthspacechem.7b00054,"[Anonymous], 2013, MOL EL STRUCT PROGR",nan,nan,MOL EL STRUCT PROGR,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-15-7049-2015,"[Anonymous], 2013, PRES CLIM ACT PLAN T",nan,nan,PRES CLIM ACT PLAN T,nan,nan,nan,nan,nan,nan
UCLA,10.1038/NCLIMATE3418,"[Anonymous], 2013, TURN DOWN HEAT CLIM",nan,nan,TURN DOWN HEAT CLIM,nan,nan,nan,nan,nan,nan
Berkeley,nan,"[Anonymous], 2014, PVWMA CIT WATS REC F",nan,nan,PVWMA CIT WATS REC F,nan,nan,nan,nan,nan,nan
CUBoulder,nan,"[Anonymous], 2015, LAT GLAC MASS BAL DA",nan,nan,LAT GLAC MASS BAL DA,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.soildyn.2017.07.009,"[Anonymous], 2016, MATLAB VERS 9 1 R201",nan,nan,MATLAB VERS 9 1 R201,nan,nan,nan,nan,nan,nan
CUBoulder,10.1029/2019GL083662,"[Anonymous], 2016, TENSORFLOW LARGE SCA",nan,nan,TENSORFLOW LARGE SCA,nan,nan,nan,nan,nan,nan
Berkeley,nan,"[Anonymous], 2017, 201702 UWCD",nan,nan,201702 UWCD,nan,nan,nan,nan,nan,nan
Houston,10.1007/s00603-018-1536-8,"[Anonymous], 2017, ANN EN OUTL 2017 PRO",nan,nan,ANN EN OUTL 2017 PRO,nan,nan,nan,nan,nan,nan
UCLA,10.1029/2018SW002042,"[Anonymous], 2017, NASAHDBK4002A",nan,nan,NASAHDBK4002A,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2018JD029419,"[Anonymous], 2018, CAL COUNT AGR COMM R",nan,nan,CAL COUNT AGR COMM R,nan,nan,nan,nan,nan,nan
CUBoulder,10.1080/01431161.2018.1523585,"[Anonymous], 2018, IPCC GUIDELINES NATL",nan,nan,IPCC GUIDELINES NATL,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-19-6497-2019,"[Anonymous], 2019, ZENODO, DOI [10.5281/zenodo.2620535, DOI 10.5281/ZENODO.2620535]",10.5281/zenodo.2620535,nan,ZENODO,nan,nan,nan,nan,nan,nan
Houston,10.1016/j.jwpe.2019.100967,"[Anonymous], 816F09004 USEPA",nan,nan,816F09004 USEPA,nan,nan,nan,nan,nan,nan
Houston,10.14358/PERS.84.7.425,"[Anonymous], AUSTROMINERAL UNPUB, p[178, 289]",nan,nan,AUSTROMINERAL UNPUB,nan,nan,nan,nan,nan,nan
CUBoulder,10.1680/gein.13.00002,"[Anonymous], D5818 ASTM INT",nan,nan,D5818 ASTM INT,nan,nan,nan,nan,nan,nan
CUBoulder,10.1061/(ASCE)WR.1943-5452.0000847,"[Anonymous], EPANET VERS 5 1",nan,nan,EPANET VERS 5 1,nan,nan,nan,nan,nan,nan
Berkeley,10.1061/(ASCE)GT.1943-5606.0000919,"[Anonymous], FLAC 6 0 COMP SOFTW",nan,nan,FLAC 6 0 COMP SOFTW,nan,nan,nan,nan,nan,nan
CUBoulder,10.1038/s41558-018-0127-8,"[Anonymous], HADCRUT 4 5 0 0 NEAR",nan,nan,HADCRUT 4 5 0 0 NEAR,nan,nan,nan,nan,nan,nan
CUBoulder,10.1061/(ASCE)WR.1943-5452.0000847,"[Anonymous], HSPF FORTR VERS 11",nan,nan,HSPF FORTR VERS 11,nan,nan,nan,nan,nan,nan
CUBoulder,10.1061/(ASCE)WR.1943-5452.0000847,"[Anonymous], MODSIM VERS 8 1",nan,nan,MODSIM VERS 8 1,nan,nan,nan,nan,nan,nan
CUBoulder,10.1175/JTECH-D-16-0012.1,"[Anonymous], MON WEA REV",nan,nan,MON WEA REV,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-18-8293-2018,"[Anonymous], NAT GAS DRY VS WET",nan,nan,NAT GAS DRY VS WET,nan,nan,nan,nan,nan,nan
Berkeley,10.5194/bg-9-457-2012,"[Anonymous], NOAA ESRL GLOB MON D",nan,nan,NOAA ESRL GLOB MON D,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-15-7049-2015,"[Anonymous], PRES CLIM ACT PLAN S",nan,nan,PRES CLIM ACT PLAN S,nan,nan,nan,nan,nan,nan
CUBoulder,10.1061/(ASCE)WR.1943-5452.0000847,"[Anonymous], RIV",nan,nan,RIV,nan,nan,nan,nan,nan,nan
CUBoulder,10.1021/acsearthspacechem.7b00054,"[Anonymous], SPART 10",nan,nan,SPART 10,nan,nan,nan,nan,nan,nan
CUBoulder,10.1061/(ASCE)WR.1943-5452.0000847,"[Anonymous], STELLA",nan,nan,STELLA,nan,nan,nan,nan,nan,nan
CUBoulder,10.1029/2011JD017150,"[National Research Council (U.S.) Committee on Tropospheric Ozone Formation and Measurement], 1991, RETH OZ PROBL URB RE",nan,nan,RETH OZ PROBL URB RE,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2017JB014986,"[NCEDC Northern California Earthquake Data Center], 2014, DAT",nan,nan,DAT,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2012GC004119,"[Niu Yaoling çèé¾], 2005, [é«æ ¡å°è´¨å­¦æ¥, Geological journal of China universities], V11, P9",nan,nan,[é«æ ¡å°è´¨å­¦æ¥,nan,nan,nan,nan,nan,nan
UCLA,10.1002/2014TC003813,"[SBGMR Shanxi Bureau of Geology (SBGMR)], 1989, REG GEOL SHANX PRAV, P1",nan,nan,REG GEOL SHANX PRAV,nan,nan,nan,nan,nan,nan
CUBoulder,10.1680/gein.2010.17.6.389,"*AASHTO, 2002, [No title captured]",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.watres.2010.02.007,"*ADEC, 2008, CLEAN LEV GUID",nan,nan,CLEAN LEV GUID,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-10-7875-2010,"*AFEAS, 2005, PROD SAL ATM EM FLUO",nan,nan,PROD SAL ATM EM FLUO,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*AGU COUNC, 2009, IMPR LONG TERM PRES",nan,nan,IMPR LONG TERM PRES,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*AM PSYCH ASS, 2001, [No title captured]",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0089-0,"*ARCT RES CONS US, 2005, STUD ENV CHANG SEARC",nan,nan,STUD ENV CHANG SEARC,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.soildyn.2017.05.025,"*ASCE, 1995, 795 ASCE",nan,nan,795 ASCE,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.atmosenv.2011.02.062,"*ASHRAE, 2004, ASHRAE HDB HVAC SYST, P24",nan,nan,ASHRAE HDB HVAC SYST,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.atmosenv.2011.02.062,"*ASHRAE, 2009, 18912009 ANSI ASHRAE",nan,nan,18912009 ANSI ASHRAE,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s10518-018-0321-0,"*ATC, 1996, 9601 ATC SSC",nan,nan,9601 ATC SSC,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.atmosenv.2011.02.062,"*ATSDR, 2007, AG TOX SUBS DIS REG",nan,nan,AG TOX SUBS DIS REG,nan,nan,nan,nan,nan,nan
Berkeley,10.1175/2011BAMS2928.1,"*BUR EC AN, GLOSS G BUR EC AN GL",nan,nan,,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2009WR007838,"*CA DEP WAT RES, 2003, B CA DEP WAT RES, V118",nan,nan,B CA DEP WAT RES,nan,nan,nan,nan,nan,nan
CUBoulder,10.1088/1748-9326/5/2/024005,"*CCX, 2010, CONT CONS TILL CONV",nan,nan,CONT CONS TILL CONV,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-10-7875-2010,"*CDM EX BOARD, 2003, APPR BAS METH AM0001",nan,nan,APPR BAS METH AM0001,nan,nan,nan,nan,nan,nan
CUBoulder,10.1175/2011JCLI3955.1,"*CERSAT IFREMER, 2002, ERS 1 ERS 2 NSCAT, V1",nan,nan,ERS 1 ERS 2 NSCAT,nan,nan,nan,nan,nan,nan
CUBoulder,10.1089/ast.2013.1003,"*COMM LIM ORG LIF, 2007, [No title captured]",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*CORP NAT RES IN, 2006, HANDL SYST PUBL LIC",nan,nan,HANDL SYST PUBL LIC,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*CORP NAT RES IN, 2007, HANDL SYST SERV AGR",nan,nan,HANDL SYST SERV AGR,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*CORP NAT RES IN, 2007, HANDLE NET VERS 6 2",nan,nan,HANDLE NET VERS 6 2,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*CORP NAT RES IN, 2009, HANDL SYST",nan,nan,HANDL SYST,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*CORP NAT RES IN, 2009, QUICK FACTS",nan,nan,QUICK FACTS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*DEP DEF, 2006, 132226 DEP DEF",nan,nan,132226 DEP DEF,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.oceaneng.2011.10.003,"*DET NORSK VER, 2002, PROB THEOR GEN PURP",nan,nan,PROB THEOR GEN PURP,nan,nan,nan,nan,nan,nan
CUBoulder,10.4401/ag-5462,"*DISS WORK GROUP, 2005, [No title captured]",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-10-7875-2010,"*DUPONT, 2004, TECHN B DUPONT",nan,nan,TECHN B DUPONT,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.seares.2009.11.006,"*EPA, 2008, TMDLS STORMW PERM HD, P1",nan,nan,TMDLS STORMW PERM HD,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-10-7875-2010,"*ESRL PSD, 2010, MULT ENSO IND",nan,nan,MULT ENSO IND,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*GEEKNET INC, 2010, LIF SCI ID RES PROJ",nan,nan,LIF SCI ID RES PROJ,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*GEEKNET INC, 2010, LSID DEV",nan,nan,LSID DEV,nan,nan,nan,nan,nan,nan
CUBoulder,10.1680/gein.2010.17.6.389,"*GEO SLOPE, 2007, SLOPE W GEOSTUDIO 20",nan,nan,SLOPE W GEOSTUDIO 20,nan,nan,nan,nan,nan,nan
Berkeley,10.2112/JCOASTRES-D-09-00137.1,"*GOALS PROJ, 1999, BAYL EC HAB GOALS RE",nan,nan,BAYL EC HAB GOALS RE,nan,nan,nan,nan,nan,nan
UCLA,10.1002/2014TC003813,"*HUB BUR GEOL MIN, 1990, REG GEOL HUB PROV, P1",nan,nan,REG GEOL HUB PROV,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0089-0,"*HUBB BROOK EC STU, 2001, GUID HUBB BROOK EXPT",nan,nan,GUID HUBB BROOK EXPT,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/eco.268,"*IAEA WMO, 2006, GLOB NETW IS PREC GN",nan,nan,GLOB NETW IS PREC GN,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2010GL043369,"*IARC, 2001, HYDR ATL ARCT OC",nan,nan,HYDR ATL ARCT OC,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.atmosenv.2011.02.062,"*IARC, 2006, [No title captured], V88",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.soildyn.2017.05.025,"*ICC, 2000, INT BUILD COD",nan,nan,INT BUILD COD,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.soildyn.2017.05.025,"*ICC, 2006, INT BUILD COD",nan,nan,INT BUILD COD,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*INT DOI FDN, 2010, DIG OBJ ID SYST",nan,nan,DIG OBJ ID SYST,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*INT DOI FDN, 2010, OV STAND",nan,nan,OV STAND,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*INT DOI FDN, 2010, TC 46 INFORM DOCUMEN",nan,nan,TC 46 INFORM DOCUMEN,nan,nan,nan,nan,nan,nan
CUBoulder,10.1029/2012GL051136,"*INT PAN CLIM CHAN, 2007, [No title captured]",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*INT POL YEAR DAT, 2008, CIT DAT",nan,nan,CIT DAT,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*INT STAND MAIN AG, 2009, REG Z39 50 OBJ ID",nan,nan,REG Z39 50 OBJ ID,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0089-0,"*IPCC, 2001, [No title captured]",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
UCLA,10.1007/s12145-010-0047-2,"*ISO IEC, 2003, 2094312003 ISOIEC",nan,nan,2094312003 ISOIEC,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s12145-010-0047-2,"*ISO IEC, 2004, 1117912004E ISOIEC",nan,nan,1117912004E ISOIEC,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s12145-010-0047-2,"*ISO IEC, 2004, 1117942004E ISOIEC",nan,nan,1117942004E ISOIEC,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s12145-010-0047-2,"*ISO IEC, 2005, 1117922005E ISOIEC",nan,nan,1117922005E ISOIEC,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s12145-010-0047-2,"*ISO IEC, 2005, 1117952005E ISOIEC",nan,nan,1117952005E ISOIEC,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s12145-010-0047-2,"*ISO IEC, 2005, 1117962005E ISOIEC",nan,nan,1117962005E ISOIEC,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*ISO, 1997, 749831997 ISOIEC",nan,nan,749831997 ISOIEC,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0089-0,"*ISO, 2003, [No title captured]",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*ITU, 2005, 983412005 ISOIEC ITU",nan,nan,983412005 ISOIEC ITU,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s12145-010-0047-2,"*IVOA, 2007, IVOA ID VERS 1 12",nan,nan,IVOA ID VERS 1 12,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*MSDN, 2010, GUID STRUCT",nan,nan,GUID STRUCT,nan,nan,nan,nan,nan,nan
Berkeley,10.1089/ast.2009.0443,"*NASA KSC, 1999, FAC HDB PAYL HAZ SER",nan,nan,FAC HDB PAYL HAZ SER,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0089-0,"*NASA SEEDS, 2003, STRAT EV EARTH SCI E",nan,nan,STRAT EV EARTH SCI E,nan,nan,nan,nan,nan,nan
Berkeley,10.1089/ast.2009.0443,"*NASA, 2005, 802012C NPR NASA",nan,nan,802012C NPR NASA,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*NASA, 2006, REQ ARCH DISTR US SE",nan,nan,REQ ARCH DISTR US SE,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.atmosenv.2011.02.062,"*NASA, 2007, PUBL SAF, P60",nan,nan,PUBL SAF,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s12145-010-0047-2,"*NASA, 2009, NASA HEL SCI DAT MAN",nan,nan,NASA HEL SCI DAT MAN,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-16-10637-2016,"*NAT RES COUNC, 1991, [No title captured]",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s10980-011-9622-2,"*NAT RES COUNC, 2002, [No title captured]",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0089-0,"*NAT RES COUNC, 2007, [No title captured]",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
Berkeley,10.1175/2011BAMS2928.1,"*NCDC, DIV NORM STAND DEV U",nan,nan,DIV NORM STAND DEV U,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*NETW DEV MARC STA, 1999, LIB C CONTR NUMB LCC",nan,nan,LIB C CONTR NUMB LCC,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*NETW DEV MARC STA, 2006, STRUCT LC COUNC NUMB",nan,nan,STRUCT LC COUNC NUMB,nan,nan,nan,nan,nan,nan
CUBoulder,10.1088/1748-9326/5/2/024005,"*NEW EN FIN, 2009, CARB TRAD WHATS IT F",nan,nan,CARB TRAD WHATS IT F,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.atmosenv.2012.03.011,"*NIOSH, 1996, [No title captured]",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
Berkeley,10.1007/s10653-015-9701-4,"*NRC, 2000, TOX EFF METH",nan,nan,TOX EFF METH,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*OASIS XRI TECHN C, 2005, EXT RES ID XRI SYNT",nan,nan,EXT RES ID XRI SYNT,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*OCLC, 2010, PURLS PERS UN RES LO",nan,nan,PURLS PERS UN RES LO,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*OID REG, 2010, FRANC TEL",nan,nan,FRANC TEL,nan,nan,nan,nan,nan,nan
UCLA,10.5004/dwt.2010.1763,"*OLI SYST, 2009, STREAM AN 2 0 64",nan,nan,STREAM AN 2 0 64,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*ONL COMP LIB CTR, 2007, OCLC WORK ZEPH RED O",nan,nan,OCLC WORK ZEPH RED O,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*ONL COMP LIB CTR, 2010, OCLS INF SERV PUBL",nan,nan,OCLS INF SERV PUBL,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*OP GROUP, 1997, [No title captured]",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.geomorph.2010.10.024,"*PROF SOIL SCI ASS, 1998, ANN M MARCH 5 8 FURN",nan,nan,ANN M MARCH 5 8 FURN,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*PURL FED, 2010, PERS URLS",nan,nan,PERS URLS,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-10-7875-2010,"*RIS NAT LAB, 2010, UNEP RIS CDM JI PIP",nan,nan,UNEP RIS CDM JI PIP,nan,nan,nan,nan,nan,nan
Berkeley,10.1088/1748-9326/7/2/024007,"*ROCK MOUNT I, 2004, VAL DEC WAST TECHN C",nan,nan,VAL DEC WAST TECHN C,nan,nan,nan,nan,nan,nan
CUBoulder,10.2110/jsr.2011.18,"*SE REG CLIM CTR, 2008, DAYT BEACH WSO AP FL",nan,nan,DAYT BEACH WSO AP FL,nan,nan,nan,nan,nan,nan
CUBoulder,10.1657/1938-4246-42.4.412,"*SISS, 1985, [No title captured]",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
CUBoulder,10.1657/1938-4246-42.4.412,"*SMS, 2003, ATL CLIM VAL AOST",nan,nan,ATL CLIM VAL AOST,nan,nan,nan,nan,nan,nan
Berkeley,10.1130/B30018.1,"*SOIL SURV STAFF, 1975, AGR HDB USDA SOIL CO, V436",nan,nan,AGR HDB USDA SOIL CO,nan,nan,nan,nan,nan,nan
Berkeley,10.2136/sssaj2012.0236,"*SOIL SURV STAFF, 2011, NAT COOP SOIL CHAR D",nan,nan,NAT COOP SOIL CHAR D,nan,nan,nan,nan,nan,nan
CUBoulder,10.1657/1938-4246-42.4.412,"*SPSS INC, 2003, [No title captured]",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.quaint.2011.01.015,"*SSSR, 1977, TREES SHRUBS DISTR U, V1",nan,nan,TREES SHRUBS DISTR U,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*TAX DAT WORK GROU, 2006, BIOD INF STAND",nan,nan,BIOD INF STAND,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*TDWG GLOB UN ID L, 2010, GBIF WIK GLOB BIOD I",nan,nan,GBIF WIK GLOB BIOD I,nan,nan,nan,nan,nan,nan
CUBoulder,10.1029/2010GL046146,"*THERM ENV INSTR I, 2002, MOD 17C CHEM NH3 AN",nan,nan,MOD 17C CHEM NH3 AN,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"*UC3, 2010, NAM ASS AUTH NUMB NA",nan,nan,NAM ASS AUTH NUMB NA,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-10-7875-2010,"*UNEP, 1996, HDB INT TREAT PROT O",nan,nan,HDB INT TREAT PROT O,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-10-7875-2010,"*UNEP, 2007, 197 UNEPOZL",nan,nan,197 UNEPOZL,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-10-7875-2010,"*UNEP, 2010, UNEP PROD FEEDST PRO",nan,nan,UNEP PROD FEEDST PRO,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-10-7875-2010,"*UNFCCC, 2010, DAT COMM REP FORM",nan,nan,DAT COMM REP FORM,nan,nan,nan,nan,nan,nan
CUBoulder,10.1088/1748-9326/5/2/024005,"*US DOI, 2008, CLIM CHANG TASK FORC",nan,nan,CLIM CHANG TASK FORC,nan,nan,nan,nan,nan,nan
CUBoulder,10.1111/j.1936-704X.2018.03287.x,"*US GEOL SURV, 1990, [No title captured]",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
CUBoulder,10.1088/1748-9326/5/2/024005,"*US GEOL SURV, 2008, NAT MAP LANDFIRE LAN",nan,nan,NAT MAP LANDFIRE LAN,nan,nan,nan,nan,nan,nan
Berkeley,10.5194/bg-14-5115-2017,"*US NAT RES COUNC, 2001, BAS RES OPP EARTH SC",nan,nan,BAS RES OPP EARTH SC,nan,nan,nan,nan,nan,nan
Berkeley,10.2112/JCOASTRES-D-09-00137.1,"*US SAL LAB, 1954, HDB USDA, V60",nan,nan,HDB USDA,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.margeo.2010.02.006,"*USA, 1997, LONG TERM MAINT S JE",nan,nan,LONG TERM MAINT S JE,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.margeo.2010.02.006,"*USA, 1999, INT FEAS REP CHANN I",nan,nan,INT FEAS REP CHANN I,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.margeo.2010.02.006,"*USA, 2009, MCR DREDG MAT DISP S",nan,nan,MCR DREDG MAT DISP S,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s00477-011-0509-1,"*USDA, 1986, [No title captured], P164",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
