citedDOI,journal_is_oa,is_oa,oa_status
10.1073/pnas.1612369114,False,True,bronze
10.1590/S0100-67622011000600018,True,True,gold
10.1071/BT9790725,False,False,closed
10.1139/X07-082,False,False,closed
10.1111/1467-9868.00374,False,False,closed
10.1016/0006-3207(94)90010-8,False,False,closed
10.1029/2004JA010612,False,True,green
10.1029/1999JA900147,False,True,green
10.1029/2001JA009202,False,False,closed
10.5194/angeo-24-3161-2006,True,True,gold
10.5194/npg-11-561-2004,True,True,gold
10.1029/JA084iA06p02559,False,False,closed
10.1016/j.jastp.2004.03.020,False,False,closed
10.1029/97JA03175,False,True,green
10.1029/2011JA017463,False,True,green
10.1029/2004JA010760,False,True,green
10.1016/S1364-6826(00)00189-9,False,False,closed
10.5194/angeo-24-2583-2006,True,True,gold
10.1029/2007JA012660,False,False,closed
10.1002/2013JA019238,False,False,closed
10.1002/2012JA018307,False,False,closed
10.1029/2008GL036732,False,True,green
10.1029/2010JA016226,False,False,closed
10.1029/2012JA017901,False,False,closed
10.1029/2008JA013480,False,True,green
10.1029/2001JA000224,False,True,green
10.1029/2007GL029915,False,False,closed
10.1002/2016GL069665,False,False,closed
10.1029/2011JA016688,False,False,closed
10.1002/jgra.50527,False,True,green
10.1029/2007JA012945,False,True,green
10.1002/2016JA023831,False,False,closed
10.1017/S002237781600057X,False,True,green
10.1016/j.cpc.2017.09.024,False,True,green
10.1002/2016JA023606,False,False,closed
10.1016/0021-9169(92)90026-H,False,False,closed
10.1002/2017JA024287,False,False,closed
10.1103/PhysRevLett.111.135001,False,True,green
10.1029/JA092iA03p02385,False,True,green
10.1002/2017JA024553,False,False,closed
10.1002/2016GL069877,False,False,closed
10.1103/PhysRevLett.93.105001,False,True,green
10.1002/jgra.50458,False,False,closed
10.1029/2004JA010708,False,False,closed
10.1016/j.jastp.2007.08.010,False,False,closed
10.1086/305984,False,True,bronze
10.1016/j.rse.2004.03.007,False,False,closed
10.3189/172756500781832693,False,True,bronze
10.1126/science.1136897,False,False,closed
10.3189/002214309788608813,False,True,bronze
10.1029/2003JD004458,False,True,green
10.1109/TMI.2003.815867,False,False,closed
10.1029/2007GL031775,False,True,green
10.1080/01431168908903939,False,True,bronze
10.1109/TGRS.2006.890567,False,False,closed
10.5194/acp-12-591-2012,True,True,gold
10.1021/es971130j,False,False,closed
10.1016/j.envpol.2009.09.023,False,False,closed
10.1016/1352-2310(94)90474-X,False,False,closed
10.1016/j.atmosenv.2012.06.045,False,False,closed
10.1016/j.envpol.2007.06.033,False,True,green
10.1038/ngeo325,False,False,closed
10.1016/j.atmosenv.2008.04.021,False,False,closed
10.1639/0044-7447(2002)031[0064:RNATWY]2.0.CO;2,False,False,closed
10.1029/2004JD005459,False,False,closed
10.5194/acp-12-10295-2012,True,True,gold
10.1021/acs.est.5b00008,False,False,closed
10.4141/CJAS10034,False,True,bronze
10.1038/nature15371,False,False,closed
10.1007/s10533-016-0225-5,False,False,closed
10.1029/2000JD900211,False,True,green
10.5194/acp-10-10359-2010,True,True,gold
10.1016/0960-1686(93)90356-4,False,True,green
10.1029/2003JD003616,False,False,closed
10.1029/2012GL051197,False,False,closed
10.1029/2010JD014195,False,False,closed
10.1029/2006JD007589,False,False,closed
10.5194/acp-16-1459-2016,True,True,gold
10.1021/es4034793,False,False,closed
10.1021/es060379a,False,True,bronze
10.1016/j.envpol.2011.04.042,False,False,closed
10.1016/j.atmosenv.2004.04.008,False,False,closed
10.1002/jgrd.50262,False,False,closed
10.1056/NEJMsa0805646,False,True,green
10.1039/c1em10553a,False,False,closed
10.1029/2008JD010701,False,True,green
10.1016/0004-6981(83)90247-0,False,False,closed
10.1002/2013JD020765,False,True,green
10.5194/amt-8-1323-2015,True,True,gold
10.5194/acp-11-10743-2011,True,True,gold
10.1016/S1352-2310(02)00300-X,False,False,closed
10.1016/j.envpol.2008.03.013,False,False,closed
10.5194/acp-2016-110,False,True,green
10.1002/2015GL065496,False,True,bronze
10.5194/amt-8-1575-2015,True,True,gold
10.1002/2014JD021911,False,True,green
10.5194/acp-14-2905-2014,True,True,gold
10.1016/j.atmosenv.2011.09.075,False,False,closed
10.5194/acp-12-11213-2012,True,True,gold
10.1029/2004JD005237,False,True,green
10.5194/acp-16-5467-2016,True,True,gold
10.1016/j.atmosenv.2015.03.015,False,False,closed
10.1175/1520-0493(1988)116<2688:OAMLMO>2.0.CO;2,False,True,bronze
10.1029/2009JD013589,False,False,closed
10.5194/acp-15-12823-2015,True,True,gold
10.1175/BAMS-88-3-357,False,True,bronze
10.1007/s11069-010-9699-y,False,False,closed
10.1029/2007GL030160,False,False,closed
10.1175/2008JCLI2592.1,False,True,hybrid
10.1029/2008JC004958,False,True,green
10.1029/2000JD900641,False,False,closed
10.1038/ngeo558,False,False,closed
10.1007/s003820050010,False,False,closed
10.1038/nature01507,False,False,closed
10.1016/j.ocemod.2003.10.002,False,False,closed
10.1175/1520-0485(1998)028<0005:SONADM>2.0.CO;2,False,True,green
10.1175/2008JPO3854.1,False,True,green
10.1175/JPO2892.1,False,True,green
10.1175/1520-0485(2002)032<0216:FMOSLI>2.0.CO;2,False,True,green
10.1029/2000JC000403,False,False,closed
10.1175/1520-0469(2001)058<0943:TPOTPE>2.0.CO;2,False,True,green
10.1175/1520-0493(1980)108<1212:AAMOTW>2.0.CO;2,False,True,bronze
10.1029/2000JC000656,False,True,green
10.1029/2009JC005603,False,False,closed
10.1175/1520-0450(1997)036<1191:EORMSR>2.0.CO;2,False,True,hybrid
10.1016/j.jmarsys.2005.11.019,False,False,closed
10.1175/1520-0485(2003)33<649:TROOMF>2.0.CO;2,False,True,green
10.1175/1520-0485(2000)030<1407:TOMLRT>2.0.CO;2,False,True,hybrid
10.1016/j.dynatmoce.2008.09.005,False,False,closed
10.1175/JPO-2656.1,False,True,hybrid
10.1175/JPO2677.1,False,True,green
10.1029/2009GL037296,False,True,green
10.1175/1520-0485(1981)011<0324:OOMFMI>2.0.CO;2,False,True,bronze
10.1175/1520-0485(1997)027<2418:STSFAB>2.0.CO;2,False,True,hybrid
10.1007/s11069-006-9012-2,False,False,closed
10.1038/364701a0,False,False,closed
10.1029/2008GL035815,False,True,green
10.1038/382436a0,False,False,closed
10.1029/2007GL030410,False,True,green
10.1007/s11069-006-9051-8,False,False,closed
10.1029/2001JC000832,False,False,closed
10.1126/science.1106663,False,True,bronze
10.1038/NCLIMATE1229,False,False,closed
10.1016/j.csr.2007.01.008,False,False,closed
10.1038/nature01481,False,False,closed
10.1029/2006JC003695,False,True,green
10.1175/1520-0485(1981)011<0153:UORTAH>2.0.CO;2,False,True,bronze
10.1029/2006GL026086,False,False,closed
10.1029/2005GL025382,False,False,closed
10.1029/2007GL029679,False,True,green
10.1002/asl.162,False,False,closed
10.1016/j.ocemod.2004.07.003,False,False,closed
10.1029/2008GL035279,False,False,closed
10.1029/2008GL035040,False,False,closed
10.1038/nature05785,False,False,closed
10.1029/2007GC001842,False,True,green
10.1007/s00024-005-2687-6,False,False,closed
10.3319/TAO.2009.06.08.02(IWNOP),True,True,gold
10.1029/2001JC000831,False,True,green
10.1007/s10872-009-0034-8,False,False,closed
10.1029/2012JC008373,False,True,green
10.1029/2007GL031477,False,False,closed
10.1175/2011JPO4437.1,False,True,green
10.1029/2005JC003412,False,True,green
10.1175/2009JPO4062.1,False,True,hybrid
10.1029/2001JC000969,False,True,green
10.1029/2009JC005562,False,False,closed
10.1029/2004GL021171,False,False,closed
10.1002/joc.3703,False,False,closed
10.1029/2011GL049901,False,False,closed
10.1111/j.2517-6161.1977.tb01600.x,False,False,closed
10.1061/(ASCE)1527-6988(2009)10:1(11),False,True,green
10.1029/93WR02983,False,False,closed
10.1007/s11069-013-0667-1,False,False,closed
10.1175/JCLI-D-12-00244.1,False,True,hybrid
10.1080/02626661003780342,False,True,bronze
10.1007/s00477-010-0422-z,False,False,closed
10.1061/(ASCE)HE.1943-5584.0000699,False,True,green
10.1175/JCLI-D-12-00824.1,False,True,green
10.1080/00045608.2011.596377,False,False,closed
10.1109/5.18626,False,True,green
10.1175/JCLI-3216.1,False,True,green
10.1007/s11269-006-2974-8,False,True,green
10.1016/j.jhydrol.2011.11.046,False,False,closed
10.5194/acp-9-5043-2009,True,True,gold
10.1021/jp062403c,False,True,green
10.5194/acp-9-8351-2009,True,True,gold
10.1029/2009GL040248,False,True,green
10.1029/2006GL025900,False,True,green
10.1029/2011JD016954,False,False,closed
10.1029/2008JD011679,False,False,closed
10.1080/02786826.2010.551672,False,False,closed
10.5194/acp-4-1291-2004,True,True,gold
10.1029/92JD02979,False,False,closed
10.1029/97JD02213,False,False,closed
10.1029/2008JD010269,False,False,closed
10.1029/2006GL025799,False,True,green
10.1029/2003GL017168,False,True,green
10.1021/jp0046290,False,False,closed
10.1039/b301827j,False,False,closed
10.1021/jp9627436,False,False,closed
10.1021/es025793z,False,False,closed
10.5194/acp-11-7617-2011,True,True,gold
10.5194/acp-12-5237-2012,True,True,gold
10.1029/JD093iD12p15889,False,False,closed
10.1029/2012GL051912,False,True,green
10.1029/93GL00047,False,True,green
10.1029/2006JD007725,False,True,green
10.1073/pnas.0904195106,False,True,bronze
10.5194/acp-12-2959-2012,True,True,gold
10.1029/2009GL040448,False,False,closed
10.1175/JAM2519.1,False,True,green
10.1038/28584,False,False,closed
10.1021/jp054183t,False,False,closed
10.1039/b307498f,False,False,closed
10.1029/2001JD001508,False,True,green
10.1029/2012JD017810,False,False,closed
10.1002/jgrd50653,not_in_unpaywall,not_in_unpaywall,not_in_unpaywall
10.5194/essd-5-31-2013,True,True,gold
10.1029/98JD02581,False,False,closed
10.1007/s00382-009-0580-1,False,True,green
10.1007/s00382-009-0604-x,False,True,green
10.1029/94JD02516,False,False,closed
10.1016/j.jqsrt.2004.08.038,False,False,closed
10.1029/1998JD200008,False,False,closed
10.5194/acp-8-5403-2008,True,True,gold
10.5194/acp-9-6055-2009,True,True,gold
10.1029/2007JD008805,False,True,green
10.1029/2002JD002273,False,True,green
10.1016/0032-0633(89)90146-3,False,False,closed
10.1029/2005JD006323,False,True,green
10.1029/2003JD003471,False,True,green
10.1029/97GL52831,False,False,closed
10.1029/2006GL028252,False,False,closed
10.1175/JCLI-D-11-00383.1,False,True,green
10.1029/2001JD000500,False,False,closed
10.1029/96JD03820,False,True,green
10.1029/2005JD005917,False,True,green
10.1029/98GL01293,False,False,closed
10.1029/2012GL052723,False,True,green
10.1029/2005JD006454,False,True,green
10.1029/2002JD002418,False,False,closed
10.1029/2001JA000258,False,False,closed
10.1029/2003JA010227,False,True,green
10.1029/2002JA009458,False,False,closed
10.1029/2005GL022386,False,True,green
10.1364/AO.52.002950,False,True,green
10.1002/jgrd.50289,False,False,closed
10.1029/2006GL027628,False,True,green
10.1029/2010JD014608,False,True,green
10.1007/s11214-006-9073-2,False,False,closed
10.1029/97JD00853,False,False,closed
10.1029/2009GL039706,False,True,green
10.1029/2004GL022003,False,False,closed
10.1029/2010JD014269,False,True,green
10.1029/94JD01156,False,False,closed
10.5194/acp-11-4645-2011,True,True,gold
10.1029/91JD02168,False,True,green
10.1002/jgrd.50563,False,True,green
10.1029/2010JD014114,False,True,green
10.1029/1999GL010940,False,False,closed
10.1029/2011JD016083,False,True,green
10.1029/JC087iC09p07206,False,False,closed
10.1016/j.jhydrol.2003.12.015,False,False,closed
10.1038/NCLIMATE2198,False,False,closed
10.1016/0022-1694(74)90001-8,False,False,closed
10.1016/j.jhydrol.2010.05.031,False,False,closed
10.1002/eco.1342,False,False,closed
10.1029/2000WR900138,False,False,closed
10.1029/2003WR002858,False,True,green
10.1016/j.jhydrol.2004.12.010,False,False,closed
10.1080/01431161.2013.817717,False,False,closed
10.1029/97WR00026,False,True,green
10.1016/j.foreco.2011.03.016,False,False,closed
10.1016/j.rse.2010.05.018,False,False,closed
10.1016/j.jhydrol.2011.06.017,False,False,closed
10.1016/j.foreco.2007.11.027,False,False,closed
10.1080/01431160802566439,False,False,closed
10.1016/j.foreco.2012.09.028,False,False,closed
10.1002/1096-9837(200102)26:2&lt;115::AID-ESP166&gt;3.0.CO;2-O,not_in_unpaywall,not_in_unpaywall,not_in_unpaywall
10.1002/2014WR015442,False,False,closed
10.1016/j.rse.2011.02.018,False,False,closed
10.1002/eco.278,False,False,closed
10.13031/2013.23153,False,False,closed
10.1029/1999JD900377,False,False,closed
10.1111/j.1365-2486.2011.02577.x,False,True,green
10.3189/172756507781833947,False,True,bronze
10.1002/eco.1329,False,False,closed
10.1007/s00024-005-2679-6,False,True,green
10.2166/nh.2013.097,False,True,bronze
10.1086/284497,False,True,green
10.1890/10-1176.1,False,False,closed
10.1002/(SICI)1099-1085(199805)12:6&lt;889::AID-HYP661&gt;3.0.CO;2-P,not_in_unpaywall,not_in_unpaywall,not_in_unpaywall
10.1016/j.jhydrol.2005.12.013,False,False,closed
10.1016/S0168-1923(00)00170-2,False,False,closed
10.1029/2003WR002414,False,True,green
10.1016/0022-1694(93)90131-R,False,False,closed
10.2478/v10025-010-0004-y,True,True,gold
10.1002/hyp.1119,False,False,closed
10.1016/j.rse.2005.03.007,False,False,closed
10.1029/94WR00436,False,False,closed
10.1016/j.rse.2005.12.010,False,False,closed
10.2136/sssaj2006.0098,False,False,closed
10.5194/acp-11-3689-2011,True,True,gold
10.5194/bg-7-1099-2010,True,True,gold
10.5194/BGD-8-5179-2011,False,True,green
10.1029/2003GL018126,False,True,green
10.1029/98JD00923,False,False,closed
10.1029/2011GL049319,False,True,green
10.1117/12.597130,False,False,closed
10.1038/ngeo234,False,False,closed
10.1016/j.marchem.2010.03.006,False,False,closed
10.1038/nature07464,False,True,green
10.1029/2010RG000326,False,False,closed
10.1029/2008GL036037,False,True,green
10.1016/0146-6291(77)90548-3,False,False,closed
10.1126/science.1182221,False,False,closed
10.1016/j.csr.2011.02.012,False,False,closed
10.1038/nature05040,False,False,closed
10.1029/2010JD014445,False,False,closed
10.1007/s10509-016-2842-9,False,False,closed
10.1007/s11214-014-0094-y,False,False,closed
10.1016/j.pss.2004.04.002,False,True,green
10.1016/S0032-0633(99)00047-1,False,False,closed
10.1006/icar.2002.6901,False,False,closed
10.1006/icar.1998.5985,False,False,closed
10.1016/j.pss.2015.02.012,False,False,closed
10.1016/j.icarus.2016.03.008,False,False,closed
10.1006/icar.1996.0166,False,False,closed
10.1016/j.icarus.2011.03.006,False,True,green
10.1016/j.icarus.2010.07.027,False,False,closed
10.1006/icar.2000.6582,False,True,green
10.1016/j.icarus.2015.05.030,False,True,green
10.1016/j.pss.2010.05.003,False,False,closed
10.1364/JOSAB.24.000126,False,False,closed
10.1016/j.pss.2004.12.009,False,False,closed
10.1029/98JE00948,False,False,closed
10.1007/978-3-540-85158-5,False,True,green
10.1016/j.icarus.2008.03.001,False,False,closed
10.1006/icar.1996.0237,False,False,closed
10.1088/0022-3727/30/15/002,False,True,green
10.1029/98JE01766,False,False,closed
10.1016/0019-1035(73)90019-5,False,False,closed
10.1016/0019-1035(86)90135-1,False,False,closed
10.1016/S0019-1035(02)00060-X,False,True,green
10.1029/2011JF002220,False,True,green
10.5194/tc-2017-221,False,False,closed
10.1038/ncomms6052,False,True,bronze
10.1017/aog.2016.3,True,True,gold
10.5194/gmd-8-1613-2015,True,True,gold
10.1038/ngeo1737,False,False,closed
10.1029/2008JF001215,False,True,green
10.5194/tc-8-137-2014,True,True,gold
10.3929/ethz-b-000249168,not_in_unpaywall,not_in_unpaywall,not_in_unpaywall
10.1002/2016JF003842,False,True,hybrid
10.1002/2017GL076251,False,False,closed
10.5194/tc-10-1381-2016,True,True,gold
10.3189/002214311798843412,False,True,bronze
10.1002/2017JF004522,False,False,closed
10.5194/tc-11-949-2017,True,True,gold
10.1029/2003GL019088,False,True,green
10.1029/2001JB001122,False,True,green
10.1098/rspa.2014.0907,False,True,bronze
10.3189/002214308784886072,False,True,bronze
10.1017/jog.2018.59,True,True,gold
10.1002/(SICI)1099-1085(199801)12:1<105::AID-HYP566>3.0.CO;2-#,not_in_unpaywall,not_in_unpaywall,not_in_unpaywall
10.3189/2012JoG11J189,True,True,gold
10.1016/j.epsl.2013.04.022,False,False,closed
10.3189/002214311796405951,False,True,bronze
10.1029/2010JF001934,False,True,green
10.1002/2013JF002943,False,False,closed
10.5194/gmd-11-3747-2018,True,True,gold
10.1002/2017GL075659,False,True,hybrid
10.3189/S0022143000005566,False,True,bronze
10.3189/172756507782202784,False,True,bronze
10.013/EPIC.12063,not_in_unpaywall,not_in_unpaywall,not_in_unpaywall
10.3189/S0022143000015689,False,True,bronze
10.5194/tc-12-971-2018,True,True,gold
10.3189/002214309790152564,False,True,bronze
10.1126/science.1235905,False,False,closed
10.1002/jgrf.20125,False,True,green
10.1126/science.263.5147.641,False,False,closed
10.5194/tc-6-573-2012,True,True,gold
10.5194/tc-2-95-2008,True,True,gold
10.3189/2013JoG12J129,True,True,gold
10.3189/172756500781832891,False,True,bronze
10.1098/rspa.2010.0211,False,True,bronze
10.1002/2015GL063192,False,True,green
10.5194/tc-12-2609-2018,True,True,gold
10.1007/s00382-009-0646-0,False,False,closed
10.1017/jfm.2012.165,False,True,green
10.1073/pnas.1212647110,False,True,bronze
10.3189/S0022143000006833,False,True,bronze
10.1017/S002214300002219X,False,True,bronze
10.1073/pnas.1707743114,False,True,hybrid
10.1002/grl.50764,False,True,green
10.5194/gmd-11-2955-2018,True,True,gold
10.1016/0020-7225(82)90029-5,False,False,closed
10.1038/nature15722,False,True,green
10.1029/2009JF001474,False,True,green
10.1029/1999JB900328,False,True,green
10.1126/science.1158540,False,False,closed
10.5194/tc-9-603-2015,True,True,gold
10.3189/S0022143000003750,False,True,bronze
10.3189/S0022143000012156,False,True,bronze
10.3389/feart.2017.00103,True,True,gold
10.5194/tc-4-381-2010,True,True,gold
10.1002/2015GL067542,False,True,bronze
10.1002/jgrf.20146,False,False,closed
10.1002/2016JF003819,False,True,bronze
10.1126/science.245.4923.1227,False,False,closed
10.1016/j.jhydrol.2005.07.007,False,True,green
10.1034/j.1600-0870.1994.00001.x,False,False,closed
10.1029/2018GL078510,False,True,hybrid
10.1038/ngeo2214,False,True,green
10.1029/2010JD014638,False,False,closed
10.1029/97JD00963,False,True,green
10.5194/acp-15-7351-2015,True,True,gold
10.1016/S0169-8095(98)00058-1,False,False,closed
10.1073/pnas.1514035112,False,True,hybrid
10.1029/2018GL078202,False,True,hybrid
10.1175/1520-0469(1996)053<1649:MOMSCW>2.0.CO;2,False,True,hybrid
10.1175/JAS-D-17-0254.1,False,False,closed
10.1063/1.1522164,False,True,bronze
10.1175/2010JAS3484.1,False,True,hybrid
10.1002/2014MS000383,True,True,gold
10.1073/pnas.0505191102,False,True,bronze
10.5194/acp-11-7491-2011,True,True,gold
10.5194/acp-13-8879-2013,True,True,gold
10.5194/acp-11-12253-2011,True,True,gold
10.1029/2005JD006165,False,True,green
10.1002/2017MS000924,True,True,gold
10.1016/0378-3758(94)00035-T,False,True,green
10.1007/s40641-018-0089-y,False,True,hybrid
10.1029/2018MS001351,True,True,gold
10.1016/j.ress.2005.11.025,False,False,closed
10.1175/1520-0450(1994)033<0334:DTSOCA>2.0.CO;2,False,True,hybrid
10.1175/JCLI-D-15-0250.1,False,True,hybrid
10.1002/2017GL076101,False,True,hybrid
10.5194/acp-16-11301-2016,True,True,gold
10.1029/2009GL038888,False,True,green
10.1038/nature08281,False,False,closed
10.1016/0004-6981(74)90004-3,False,False,closed
10.1088/1748-9326/8/4/044023,True,True,gold
10.1002/2017MS001104,True,True,gold
10.1029/2010GL044095,False,True,green
10.1126/science.1112418,False,False,closed
10.1023/A:1005305708775,False,False,closed
10.1126/science.1155121,False,True,green
10.1175/1520-0442(2000)013<2277:SOCTCI>2.0.CO;2,False,True,green
10.1579/0044-7447-29.1.51,False,False,closed
10.1016/j.gloplacha.2005.11.002,False,False,closed
10.1029/2004GL022184,False,False,closed
10.1126/science.1118160,False,False,closed
10.1175/1520-0442(1999)012<0811:CATOUS>2.0.CO;2,False,True,green
10.1175/MWR3057.1,False,True,green
10.1175/1520-0450(1986)025<0161:NHSATV>2.0.CO;2,False,True,green
10.1126/science.1114772,False,False,closed
10.1038/nature03265,False,False,closed
10.1002/(SICI)1097-0088(199605)16:5<487::AID-JOC39>3.0.CO;2-J,False,False,closed
10.1175/BAMS-84-3-331,False,True,green
10.1098/rsta.2002.1027,False,False,closed
10.1029/2004EO210004,False,False,closed
10.1029/2002GL015818,False,True,green
10.1023/B:SGEG.0000020841.53546.39,False,False,closed
10.2307/2685263,False,False,closed
10.1175/1525-7541(2002)003<0026:LTHTRI>2.0.CO;2,False,True,green
10.1002/joc.1756,False,True,green
10.1073/pnas.0702872104,False,True,bronze
10.1126/science.1114867,False,True,green
10.1016/j.rse.2004.01.003,False,False,closed
10.1126/science.1115640,False,False,closed
10.1029/2003GL019141,False,True,green
10.1175/1520-0450(1984)023<1674:AUSOAT>2.0.CO;2,False,True,green
10.1175/1520-0450(1979)018<0874:TAOSPI>2.0.CO;2,False,True,bronze
10.1214/SS/1177012580,False,True,hybrid
10.1080/01431168608948946,False,False,closed
10.1175/1520-0442(1990)003<0662:EDOCGC>2.0.CO;2,False,True,hybrid
10.1038/35000184,False,False,closed
10.1126/science.1140746,False,False,closed
10.1029/2003GL018978,False,False,closed
10.1016/S0967-0637(03)00129-8,False,False,closed
10.1016/j.ecolmodel.2011.02.016,False,True,green
10.1121/1.4816406,False,True,green
10.1016/j.dsr2.2008.10.027,False,False,closed
10.1007/s00300-013-1395-4,False,False,closed
10.1016/j.dsr2.2005.09.010,False,False,closed
10.1016/j.jmarsys.2013.07.013,False,False,closed
10.1016/j.jmarsys.2007.10.002,False,False,closed
10.1016/0924-7963(91)90011-I,False,False,closed
10.1007/BF00026299,False,False,closed
10.3354/meps083001,False,True,bronze
10.1139/cjfas-2012-0401,False,False,closed
10.1016/j.jmarsys.2007.09.003,False,False,closed
10.4319/lo.1978.23.5.0950,False,False,closed
10.1007/s00300-012-1241-0,False,False,closed
10.1139/cjfas-57-S3-178,False,False,closed
10.1080/17451000802512267,False,True,bronze
10.1016/j.pocean.2011.05.002,False,False,closed
10.1093/plankt/fbq103,False,True,bronze
10.1111/j.1748-7692.2007.00180.x,False,False,closed
10.1139/cjz-77-4-571,False,False,closed
10.1007/s00300-008-0407-2,False,False,closed
10.1098/rsbl.2011.0731,False,True,hybrid
10.1111/j.1748-7692.2001.tb01309.x,False,False,closed
10.1007/BF02329209,False,False,closed
10.1007/s00300-011-0991-4,False,False,closed
10.1016/j.dsr2.2009.08.003,False,False,closed
10.2307/3809311,False,False,closed
10.3354/meps06995,False,True,bronze
10.1029/2002GL015462,False,True,green
10.1146/annurev-earth-042711-105345,False,True,green
10.1016/0079-6611(84)90009-0,False,False,closed
10.1016/0079-6611(88)90044-4,False,False,closed
10.1111/j.1365-294X.2005.02651.x,False,False,closed
10.1016/j.rse.2011.04.024,False,False,closed
10.1029/96JC00205,False,False,closed
10.1007/s00300-010-0914-9,False,False,closed
10.1016/S0967-0645(02)00179-0,False,False,closed
10.3354/meps182077,False,True,bronze
10.1007/BF00388175,False,False,closed
10.1007/BF00399575,False,False,closed
10.1029/92JC00512,False,False,closed
10.1139/cjfas-57-S3-151,False,False,closed
10.3354/meps10275,False,True,bronze
10.1016/0278-4343(89)90039-3,False,False,closed
10.1111/j.1365-2419.1996.tb00118.x,False,False,closed
10.1029/1999JC900242,False,False,closed
10.1016/S0967-0645(02)00171-6,False,False,closed
10.1111/j.1748-7692.2002.tb01025.x,False,False,closed
10.1016/j.dsr.2012.05.016,False,False,closed
10.1007/s00300-009-0708-0,False,False,closed
10.1029/1999JC900161,False,False,closed
10.1357/002224008787536808,False,False,closed
10.1007/s00300-011-1062-6,False,False,closed
10.2307/1938423,False,False,closed
10.3354/meps300159,False,True,bronze
10.1029/98JD02745,False,False,closed
10.1029/98JD01020,False,False,closed
10.1016/j.atmosenv.2010.09.030,False,False,closed
10.1364/AO.22.000522,False,True,green
10.1038/nature08708,False,False,closed
10.1029/96GL03277,False,False,closed
10.1029/2001GL014569,False,True,green
10.1364/AO.33.008393,False,False,closed
10.1029/2008JD011687,False,False,closed
10.1029/2009GL038367,False,False,closed
10.1029/98JD02596,False,False,closed
10.1364/AO.34.008330,False,False,closed
10.1364/AO.48.000512,False,False,closed
10.1038/32392,False,False,closed
10.1029/2002JD002059,False,True,green
10.1029/2009JD011842,False,True,green
10.1126/science.259.5100.1436,False,False,closed
10.1364/AO.36.002568,False,False,closed
10.1364/AO.37.002199,False,True,green
10.1126/science.1058113,False,False,closed
10.1029/2009JD013689,False,False,closed
10.1029/98JD02625,False,False,closed
10.1175/1520-0426(1999)016<0584:ACOMDO>2.0.CO;2,False,True,hybrid
10.1364/AO.38.004639,False,False,closed
10.4319/lo.2009.54.4.1382,False,True,green
10.1016/j.dsr2.2013.09.042,False,False,closed
10.3354/meps073263,False,True,bronze
10.1093/plankt/fbl075,False,True,bronze
10.3354/meps235135,False,True,bronze
10.3354/meps126285,False,True,bronze
10.1093/plankt/fbm016,False,True,bronze
10.1016/j.hal.2007.05.003,False,True,green
10.1007/s10682-004-2369-3,False,True,green
10.1016/j.hal.2010.10.004,False,False,closed
10.3354/meps07853,False,True,bronze
10.3354/ame01391,False,True,bronze
10.1088/1748-3182/3/3/034001,False,False,closed
10.1093/plankt/fbu025,False,True,bronze
10.1371/journal.pone.0036845,True,True,gold
10.1242/jeb.049288,False,True,bronze
10.4319/lo.2011.56.3.0947,False,False,closed
10.3354/meps08159,False,True,bronze
10.1080/20026491051695,False,False,closed
10.1098/rspb.2016.0176,False,True,bronze
10.1007/s12237-007-9025-4,False,False,closed
10.1289/ehp.02110179,False,True,bronze
10.3354/meps062021,False,True,bronze
10.1016/j.csr.2007.04.012,False,False,closed
10.1093/plankt/4.2.341,False,False,closed
10.1007/s00442-005-0274-2,False,False,closed
10.1016/j.hal.2010.06.003,False,False,closed
10.1016/j.dsr2.2014.01.005,False,False,closed
10.3354/meps225123,False,True,bronze
10.1093/plankt/fbp010,False,True,bronze
10.4319/lo.1997.42.5_part_2.1178,False,True,green
10.3354/meps181163,False,True,bronze
10.1093/plankt/25.4.429,False,True,bronze
10.4319/lo.1991.36.5.1053,False,False,closed
10.1093/plankt/22.1.47,False,False,closed
10.1016/j.dsr2.2013.05.030,False,True,green
10.4319/lo.1992.37.8.1640,False,False,closed
10.4319/lo.2013.58.5.1657,False,True,green
10.1016/j.hal.2013.12.001,False,False,closed
10.1016/j.hal.2012.01.006,False,False,closed
10.3354/meps07518,False,True,bronze
10.3354/meps09401,False,True,bronze
10.1016/j.hal.2014.04.011,False,False,closed
10.3354/meps330163,False,True,bronze
10.4319/lo.2005.50.5.1552,False,True,green
10.2307/3226930,False,True,green
10.1785/gssrl.75.4.481,False,True,green
10.1785/0120110007,False,False,closed
10.1016/j.soildyn.2004.10.007,False,False,closed
10.1029/2004JB003211,False,True,green
10.1111/j.1365-246X.1997.tb05328.x,False,True,bronze
10.1029/JB084iB05p02161,False,False,closed
10.1029/2002JB002008,False,True,green
10.1126/science.1074671,False,True,green
10.1146/annurev.earth.33.092203.122505,False,True,green
10.1029/98JB01125,False,False,closed
10.1785/0220120169,False,True,green
10.1126/science.260.5114.1617,False,False,closed
10.1038/nature06440,False,False,closed
10.1029/2007JB005154,False,True,green
10.1038/35046046,False,False,closed
10.1029/JB082i011p01655,False,False,closed
10.1016/0031-9201(94)90037-X,False,False,closed
10.1029/2000GL012776,False,False,closed
10.1029/92JB00017,False,False,closed
10.1002/grl.50298,False,True,green
10.1029/2006JB004596,False,True,green
10.1002/2014JB011579,False,True,green
10.1016/j.tecto.2014.01.038,False,True,hybrid
10.1111/j.1365-246X.2008.03886.x,False,True,bronze
